Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Vicinity of Health Facility Affected,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Hijacked,"Affects Access to Medicines, Vaccines And Other Health Products",Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Conflict-Related Violence,Political-Related Violence,COVID-19-Related Violence,Ebola-Related Violence,Vaccination-Related Violence,Attacks on Emergency Medical Services,Polio-Related Violence,Children's Health Services Affected,Attacks On Children's Hospitals,Women's Health Services Affected,Hospital Utilities Affected,SiND Event ID,Date Event Entered,Date Event Modified,Food_Incidents_Count,Food_System_Impacts,Food_Security_Categories,Event_Description_Clean,Event_Description_Words,has_coords,Year,Month,post_oct7
2024-09-12,12 September 2024: A patient was detained by undercover Israeli forces from a medical facility during a raid.,OPT,PSE,West Bank,31.5,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84478,2024-10-10,2025-04-11,,,,A patient was detained by undercover Israeli forces from a medical facility during a raid.,15,1,2024,9,1
2024-09-12,"Around 12 September 2024: A female nurse was critically injured by Israeli forces shelling while on her way to work at a medical facility. She died on 12 September while in intensive care._x000D_
",OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Road,0,0,0,0,0,0,0,0,False,1,1,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85466,2024-11-19,2025-04-11,3.0,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",Around 12 September 2024: A female nurse was critically injured by Israeli forces shelling while on her way to work at a medical facility. She died on 12 September while in intensive care._x000D_,33,1,2024,9,1
2024-09-12,"12 September 2024: A Red Cross crew and their child patient were obstructed at the entrance to a medical facility for 30 minutes by Israeli forces. After further coordination, they were granted entry.",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,ChildrensHealthEvent,NotApplicable,NotApplicable,NotApplicable,87686,2025-01-24,2025-04-11,,,,"A Red Cross crew and their child patient were obstructed at the entrance to a medical facility for 30 minutes by Israeli forces. After further coordination, they were granted entry.",30,1,2024,9,1
2024-09-12,"12 September 2024: A Red Cross ambulance in a camp was delayed by Israeli forces for nine hours, despite prior coordination.",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87734,2025-01-25,2025-04-11,,,,"A Red Cross ambulance in a camp was delayed by Israeli forces for nine hours, despite prior coordination.",18,1,2024,9,1
2024-09-12,"12 September 2024: A Red Cross crew in a camp was denied access to a patient by Israeli forces, despite prior coordination.",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87736,2025-01-25,2025-04-11,,,,"A Red Cross crew in a camp was denied access to a patient by Israeli forces, despite prior coordination.",19,1,2024,9,1
2024-09-12,"12 September 2024: A Red Cross ambulance in a camp was denied access to a patient by Israeli forces, despite prior coordination. The patient was forced to walk to the outside of the camp to be transported.",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87737,2025-01-25,2025-04-11,,,,"A Red Cross ambulance in a camp was denied access to a patient by Israeli forces, despite prior coordination. The patient was forced to walk to the outside of the camp to be transported.",34,1,2024,9,1
2024-09-11,"As reported on 11 September 2024: Red Cross ambulances were targeted by Israeli forces, injuring two Emergency Medical Team members and a volunteer doctor and hindering the delivery of essential supplies and medical services. ",OPT,PSE,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,False,0,3,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,83261,2024-09-29,2025-04-11,,,,"As reported on 11 September 2024: Red Cross ambulances were targeted by Israeli forces, injuring two Emergency Medical Team members and a volunteer doctor and hindering the delivery of essential supplies and medical services.",34,1,2024,9,1
2024-09-11,"11 September 2024: In Tulkarem Refugee Camp, five bulletproof vests of PRCS were confiscated by Israeli forces. These vests belong to three PRCS EMTs who were detained in the camp and released later the same day. ",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,83955,2024-09-30,2025-04-11,,,,"In Tulkarem Refugee Camp, five bulletproof vests of PRCS were confiscated by Israeli forces. These vests belong to three PRCS EMTs who were detained in the camp and released later the same day.",33,1,2024,9,1
2024-09-11,"11 September 2024: In Tulkarem Refugee Camp, a Red Cross team was detained by Israeli forces and contact with them was lost for two hours while en route to transport a patient, despite prior coordination. The crew were released around two hours later.",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,2,Freed,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,83987,2024-09-30,2025-04-11,,,,"In Tulkarem Refugee Camp, a Red Cross team was detained by Israeli forces and contact with them was lost for two hours while en route to transport a patient, despite prior coordination. The crew were released around two hours later.",40,1,2024,9,1
2024-09-11,"11 September 2024: In Nuseirat Refugee Camp, an Israeli airstrike hit a UN school-turned-shelter, that had recently been used to vaccinate against polio, killing 18 people, including children and six UNRWA staff. ",OPT,PSE,Gaza Strip,31.4,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,Polio,NotApplicable,NotApplicable,NotApplicable,NotApplicable,83989,2024-09-30,2025-04-11,1.0,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints","In Nuseirat Refugee Camp, an Israeli airstrike hit a UN school-turned-shelter, that had recently been used to vaccinate against polio, killing 18 people, including children and six UNRWA staff.",29,1,2024,9,1
2024-09-11,11 September 2024: A medical facility was surrounded and besieged by Israeli forces. ,OPT,PSE,West Bank,32.3,35.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84226,2024-10-01,2025-04-11,,,,A medical facility was surrounded and besieged by Israeli forces.,10,1,2024,9,1
2024-09-11,11 September 2024: At least two ambulances were obstructed by Israeli forces near a medical facility.,OPT,PSE,West Bank,32.3,35.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84227,2024-10-01,2025-04-11,,,,At least two ambulances were obstructed by Israeli forces near a medical facility.,13,1,2024,9,1
2024-09-11,11 September 2024: An ambulance was searched by Israeli forces at the entrance to a medical facility.,OPT,PSE,West Bank,32.3,35.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84238,2024-10-02,2025-04-11,,,,An ambulance was searched by Israeli forces at the entrance to a medical facility.,14,1,2024,9,1
2024-09-11,"As reported on 11 September 2024: Medical assistance was hampered by restricted access, including an imposed curfew and closed-off city entrances, following an airstrike by suspected Israeli forces.",OPT,PSE,West Bank,32.3,35.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84239,2024-10-02,2025-04-11,,,,"As reported on 11 September 2024: Medical assistance was hampered by restricted access, including an imposed curfew and closed-off city entrances, following an airstrike by suspected Israeli forces.",28,1,2024,9,1
2024-09-11,"As reported on 11 September 2024: In Nur Shams Refugee Camp, medical teams were unable to reach casualties._x000D_
",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Open Space,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84240,2024-10-02,2024-11-23,,,,"As reported on 11 September 2024: In Nur Shams Refugee Camp, medical teams were unable to reach casualties._x000D_",18,1,2024,9,1
2024-09-10,10 September 2024: A volunteer paramedic and a young woman were killed during an Israeli military operation.,OPT,PSE,West Bank,32.3,35.0,"(3) District, Communicipality or Commune ",Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,83228,2024-09-29,2025-04-11,,,,A volunteer paramedic and a young woman were killed during an Israeli military operation.,14,1,2024,9,1
2024-09-10,"10 September 2024:In Tulkarem Refugee Camp, a PRCS volunteer was hit by an Israeli live bullet while providing first aid to an injured person.",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,83260,2024-09-29,2025-04-11,,,,"In Tulkarem Refugee Camp, a PRCS volunteer was hit by an Israeli live bullet while providing first aid to an injured person.",22,1,2024,9,1
2024-09-10,"10 September 2024: Two medical staff were arrested and later released, during the storming and inspection of a Red Cross medical facility by Israeli forces. The staff were prevented from providing any medical services in the governorate.",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,True,0,0,0,2,Freed,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,83920,2024-09-30,2025-04-11,,,,"Two medical staff were arrested and later released, during the storming and inspection of a Red Cross medical facility by Israeli forces. The staff were prevented from providing any medical services in the governorate.",34,1,2024,9,1
2024-09-10,"10 September 2024: In Nur Shams Refugee Camp, a medical facility was surrounded by Israeli forces during a security raid on the camp. ",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84221,2024-10-01,2025-04-11,,,,"In Nur Shams Refugee Camp, a medical facility was surrounded by Israeli forces during a security raid on the camp.",20,1,2024,9,1
2024-09-10,"10 September 2024: In Tulkarm Refugee Camp, a medical facility was surrounded during an Israeli military operation._x000D_
",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84222,2024-10-01,2025-04-11,,,,"In Tulkarm Refugee Camp, a medical facility was surrounded during an Israeli military operation._x000D_",14,1,2024,9,1
2024-09-10,"10 September 2024: Ambulances and medical teams were obstructed from casualties by Israeli forces._x000D_
",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84223,2024-10-01,2025-04-11,,,,Ambulances and medical teams were obstructed from casualties by Israeli forces._x000D_,11,1,2024,9,1
2024-09-10,10 September 2024: An unspecified number of Red Cross paramedics were stopped and searched by Israeli forces during a military operation. ,OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84224,2024-10-01,2025-04-11,,,,An unspecified number of Red Cross paramedics were stopped and searched by Israeli forces during a military operation.,18,1,2024,9,1
2024-09-10,"10 September 2024: In Tulkarem Refugee Camp, at least 24 people, including four school students, were unable to leave the UN school and clinic for over five hours, during an Israeli military operation in the area, before they were evacuated._x000D_
",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Open Space,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84225,2024-10-01,2024-11-23,,,,"In Tulkarem Refugee Camp, at least 24 people, including four school students, were unable to leave the UN school and clinic for over five hours, during an Israeli military operation in the area, before they were evacuated._x000D_",37,1,2024,9,1
2024-09-10,10 September 2024: A Red Cross ambulance transporting a casualty from a camp was delayed twice by Israeli forces for a total of 90 minutes.,OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87688,2025-01-24,2025-04-11,,,,A Red Cross ambulance transporting a casualty from a camp was delayed twice by Israeli forces for a total of 90 minutes.,22,1,2024,9,1
2024-09-10,10 September 2024: A Red Cross ambulance was denied access to a blood pressure patient in a camp when Israeli forces fired preemptive bullets on the ground in front of the ambulance.,OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87689,2025-01-24,2025-04-11,,,,A Red Cross ambulance was denied access to a blood pressure patient in a camp when Israeli forces fired preemptive bullets on the ground in front of the ambulance.,29,1,2024,9,1
2024-09-10,"10 September 2024: A Red Cross ambulance was denied access to a patient in a camp when Israeli forces fired preemptive bullets on the ground in front of the ambulance. After some time, the patient was transported to hospital",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87690,2025-01-24,2025-04-11,,,,"A Red Cross ambulance was denied access to a patient in a camp when Israeli forces fired preemptive bullets on the ground in front of the ambulance. After some time, the patient was transported to hospital",36,1,2024,9,1
